date	column	frequency
2019-10-28	anger	13.47
2019-10-28	sad	44.96
2019-10-28	disgust	3.18
2019-10-28	love	39.32
2019-10-28	fear	4.62
2019-10-29	socio-political content	1355.2748
2019-10-29	COVID19 content	433.534
2019-10-29	Negative Valence	1328.2378
2019-10-29	Aggression	640.5313
2019-10-29	Target other countries	767.16
2019-10-29	Target religious sect	801.209
2019-10-29	Target sexual orientation	315.0343
2019-10-29	Disease dehumanization	1137.5133
2019-10-29	sports	7
2019-10-29	joy	79.71
2019-10-29	pride	6.56
2019-10-29	anger	7.65
2019-10-29	sad	51.06
2019-10-29	disgust	2.31
2019-10-29	love	75.68
2019-10-29	fear	4.06
2019-10-30	socio-political content	1276.5716
2019-10-30	COVID19 content	405.7386
2019-10-30	Negative Valence	1209.6342
2019-10-30	Aggression	539.9427
2019-10-30	Target other countries	699.52
2019-10-30	Target religious sect	656.4886
2019-10-30	Target sexual orientation	265.3985
2019-10-30	Disease dehumanization	990.622
2019-10-30	sports	0
2019-10-30	joy	82.95
2019-10-30	pride	3
2019-10-30	anger	3.12
2019-10-30	sad	40.47
2019-10-30	disgust	2.61
2019-10-30	love	41.47
2019-10-30	fear	2.43
2019-10-31	socio-political content	1163.4069
2019-10-31	COVID19 content	383.7992
2019-10-31	Negative Valence	1083.8048
2019-10-31	Aggression	535.9223
2019-10-31	Target other countries	645.16
2019-10-31	Target religious sect	621.7183
2019-10-31	Target sexual orientation	258.8425
2019-10-31	Disease dehumanization	930.4004
2019-10-31	sports	3
2019-10-31	joy	80.45
2019-10-31	pride	3.12
2019-10-31	anger	8.11
2019-10-31	sad	34.66
2019-10-31	disgust	1.5
2019-10-31	love	55.62
2019-10-31	fear	3.12
2019-11-01	socio-political content	1052.5283
2019-11-01	COVID19 content	337.7394
2019-11-01	Negative Valence	983.7625
2019-11-01	Aggression	455.9472
2019-11-01	Target other countries	553.87
2019-11-01	Target religious sect	562.7386
2019-11-01	Target sexual orientation	220.6133
2019-11-01	Disease dehumanization	820.82
2019-11-01	sports	3
2019-11-01	joy	56.86
2019-11-01	pride	4.5
2019-11-01	anger	10.91
2019-11-01	sad	44.18
2019-11-01	disgust	0.75
2019-11-01	love	49.11
2019-11-01	fear	3.18
2019-11-02	socio-political content	1031.7598
2019-11-02	COVID19 content	331.4239
2019-11-02	Negative Valence	954.6473
2019-11-02	Aggression	466.1965
2019-11-02	Target other countries	597.99
2019-11-02	Target religious sect	563.5948
2019-11-02	Target sexual orientation	244.2743
2019-11-02	Disease dehumanization	834.8154
2019-11-02	sports	4
2019-11-02	joy	56.5
2019-11-02	pride	2.31
2019-11-02	anger	8.05
2019-11-02	sad	27.32
2019-11-02	disgust	3.93
2019-11-02	love	42.82
2019-11-02	fear	2.25
2019-11-03	socio-political content	1147.8081
2019-11-03	COVID19 content	356.8595
2019-11-03	Negative Valence	1010.8594
2019-11-03	Aggression	505.1736
2019-11-03	Target other countries	610.89
2019-11-03	Target religious sect	581.3396
2019-11-03	Target sexual orientation	253.7272
2019-11-03	Disease dehumanization	861.8064
2019-11-03	sports	11
2019-11-03	joy	88.75
2019-11-03	pride	7.5
2019-11-03	anger	11.17
2019-11-03	sad	49.68
2019-11-03	disgust	2.43
2019-11-03	love	48.62
2019-11-03	fear	0.75
2019-11-04	socio-political content	1180.333
2019-11-04	COVID19 content	403.0921
2019-11-04	Negative Valence	1046.5865
2019-11-04	Aggression	500.7308
2019-11-04	Target other countries	645.22
2019-11-04	Target religious sect	635.673
2019-11-04	Target sexual orientation	271.6423
2019-11-04	Disease dehumanization	946.6176
2019-11-04	sports	6
2019-11-04	joy	66.33
2019-11-04	pride	3.81
2019-11-04	anger	10.1
2019-11-04	sad	42.92
2019-11-04	disgust	0.87
2019-11-04	love	54.45
2019-11-04	fear	6.06
2019-11-05	socio-political content	1272.6644
2019-11-05	COVID19 content	400.9314
2019-11-05	Negative Valence	1155.0343
2019-11-05	Aggression	576.7474
2019-11-05	Target other countries	641.45
2019-11-05	Target religious sect	668.0025
2019-11-05	Target sexual orientation	264.1455
2019-11-05	Disease dehumanization	1031.4504
2019-11-05	sports	5
2019-11-05	joy	73.11
2019-11-05	pride	6.75
2019-11-05	anger	6.54
2019-11-05	sad	25.88
2019-11-05	disgust	1.62
2019-11-05	love	47.23
2019-11-05	fear	3
2019-11-06	socio-political content	1264.3449
2019-11-06	COVID19 content	395.3644
2019-11-06	Negative Valence	1100.4778
2019-11-06	Aggression	563.9839
2019-11-06	Target other countries	677.9
2019-11-06	Target religious sect	644.8549
2019-11-06	Target sexual orientation	257.4336
2019-11-06	Disease dehumanization	967.2732
2019-11-06	sports	6
2019-11-06	joy	86.55
2019-11-06	pride	8.43
2019-11-06	anger	5.31
2019-11-06	sad	46.04
2019-11-06	disgust	3.75
2019-11-06	love	47.93
2019-11-06	fear	0
2019-11-07	socio-political content	1088.4529
2019-11-07	COVID19 content	425.3414
2019-11-07	Negative Valence	1040.125
2019-11-07	Aggression	475.2875
2019-11-07	Target other countries	597.8
2019-11-07	Target religious sect	617.9795
2019-11-07	Target sexual orientation	257.4502
2019-11-07	Disease dehumanization	973.1894
2019-11-07	sports	8
2019-11-07	joy	84.63
2019-11-07	pride	2.31
2019-11-07	anger	6.18
2019-11-07	sad	33.55
2019-11-07	disgust	0
2019-11-07	love	26.09
2019-11-07	fear	1.62
2019-11-08	socio-political content	1085.5249
2019-11-08	COVID19 content	345.3133
2019-11-08	Negative Valence	980.522
2019-11-08	Aggression	436.5835
2019-11-08	Target other countries	568.71
2019-11-08	Target religious sect	566.9489
2019-11-08	Target sexual orientation	205.4789
2019-11-08	Disease dehumanization	858.649
2019-11-08	sports	5
2019-11-08	joy	55.51
2019-11-08	pride	3.81
2019-11-08	anger	3.75
2019-11-08	sad	32.49
2019-11-08	disgust	0.81
2019-11-08	love	51.05
2019-11-08	fear	1.5
2019-11-09	socio-political content	1036.6442
2019-11-09	COVID19 content	327.1406
2019-11-09	Negative Valence	915.926
2019-11-09	Aggression	420.5565
2019-11-09	Target other countries	542.57
2019-11-09	Target religious sect	582.7357
2019-11-09	Target sexual orientation	211.0925
2019-11-09	Disease dehumanization	775.3502
2019-11-09	sports	9
2019-11-09	joy	63.27
2019-11-09	pride	5.25
2019-11-09	anger	3.06
2019-11-09	sad	42.78
2019-11-09	disgust	4.23
2019-11-09	love	38.75
2019-11-09	fear	2.31
2019-11-10	socio-political content	1085.5926
2019-11-10	COVID19 content	345.1145
2019-11-10	Negative Valence	986.5913
2019-11-10	Aggression	454.7096
2019-11-10	Target other countries	571.42
2019-11-10	Target religious sect	564.5953
2019-11-10	Target sexual orientation	233.2768
2019-11-10	Disease dehumanization	832.1744
2019-11-10	sports	16
2019-11-10	joy	76.22
2019-11-10	pride	8.31
2019-11-10	anger	7.56
2019-11-10	sad	38.76
2019-11-10	disgust	0.75
2019-11-10	love	71.38
2019-11-10	fear	2.25
2019-11-11	socio-political content	1126.0282
2019-11-11	COVID19 content	385.4154
2019-11-11	Negative Valence	1053.1493
2019-11-11	Aggression	495.8642
2019-11-11	Target other countries	607.53
2019-11-11	Target religious sect	576.2993
2019-11-11	Target sexual orientation	255.3955
2019-11-11	Disease dehumanization	871.906
2019-11-11	sports	3
2019-11-11	joy	66.02
2019-11-11	pride	3
2019-11-11	anger	3.99
2019-11-11	sad	30.12
2019-11-11	disgust	1.56
2019-11-11	love	49.13
2019-11-11	fear	2.25
2019-11-12	socio-political content	1221.0604
2019-11-12	COVID19 content	436.9218
2019-11-12	Negative Valence	1140.0303
2019-11-12	Aggression	536.3449
2019-11-12	Target other countries	651.04
2019-11-12	Target religious sect	652.5498
2019-11-12	Target sexual orientation	263.3305
2019-11-12	Disease dehumanization	1011.2441
2019-11-12	sports	2
2019-11-12	joy	72.31
2019-11-12	pride	3.75
2019-11-12	anger	6.78
2019-11-12	sad	40.97
2019-11-12	disgust	1.68
2019-11-12	love	46.48
2019-11-12	fear	2.25
2019-11-13	socio-political content	1523.1869
2019-11-13	COVID19 content	482.1871
2019-11-13	Negative Valence	1396.4901
2019-11-13	Aggression	662.6792
2019-11-13	Target other countries	797.32
2019-11-13	Target religious sect	788.2001
2019-11-13	Target sexual orientation	335.0104
2019-11-13	Disease dehumanization	1232.3173
2019-11-13	sports	6
2019-11-13	joy	112
2019-11-13	pride	5.31
2019-11-13	anger	8.85
2019-11-13	sad	42.47
2019-11-13	disgust	3.37
2019-11-13	love	41.64
2019-11-13	fear	2.25
2019-11-14	socio-political content	1303.0503
2019-11-14	COVID19 content	433.8348
2019-11-14	Negative Valence	1135.4917
2019-11-14	Aggression	562.5642
2019-11-14	Target other countries	717.49
2019-11-14	Target religious sect	685.8391
2019-11-14	Target sexual orientation	297.7529
2019-11-14	Disease dehumanization	1011.8658
2019-11-14	sports	9
2019-11-14	joy	104.32
2019-11-14	pride	4.5
2019-11-14	anger	4.06
2019-11-14	sad	43.58
2019-11-14	disgust	4.05
2019-11-14	love	49.23
2019-11-14	fear	3
2019-11-15	socio-political content	1303.6263
2019-11-15	COVID19 content	422.7463
2019-11-15	Negative Valence	1133.1511
2019-11-15	Aggression	522.8702
2019-11-15	Target other countries	719.67
2019-11-15	Target religious sect	694.2063
2019-11-15	Target sexual orientation	271.6699
2019-11-15	Disease dehumanization	1021.6968
2019-11-15	sports	9
2019-11-15	joy	79.67
2019-11-15	pride	4.5
2019-11-15	anger	6.24
2019-11-15	sad	35
2019-11-15	disgust	3.31
2019-11-15	love	32.76
2019-11-15	fear	2.25
2019-11-16	socio-political content	1018.1286
2019-11-16	COVID19 content	340.1194
2019-11-16	Negative Valence	913.7273
2019-11-16	Aggression	446.3354
2019-11-16	Target other countries	546.78
2019-11-16	Target religious sect	561.3138
2019-11-16	Target sexual orientation	229.2498
2019-11-16	Disease dehumanization	827.793
2019-11-16	sports	10
2019-11-16	joy	87.66
2019-11-16	pride	6.31
2019-11-16	anger	6.18
2019-11-16	sad	33.16
2019-11-16	disgust	1.5
2019-11-16	love	50.19
2019-11-16	fear	2.25
2019-11-17	socio-political content	1040.6079
2019-11-17	COVID19 content	352.7343
2019-11-17	Negative Valence	950.5575
2019-11-17	Aggression	408.5565
2019-11-17	Target other countries	552.1
2019-11-17	Target religious sect	540.2279
2019-11-17	Target sexual orientation	232.2231
2019-11-17	Disease dehumanization	807.54
2019-11-17	sports	4
2019-11-17	joy	68.17
2019-11-17	pride	5.25
2019-11-17	anger	6.49
2019-11-17	sad	37.02
2019-11-17	disgust	2.37
2019-11-17	love	46.91
2019-11-17	fear	1.56
2019-11-18	socio-political content	1055.977
2019-11-18	COVID19 content	367.0761
2019-11-18	Negative Valence	1010.5907
2019-11-18	Aggression	445.7686
2019-11-18	Target other countries	573.96
2019-11-18	Target religious sect	618.9184
2019-11-18	Target sexual orientation	228.6809
2019-11-18	Disease dehumanization	859.7189
2019-11-18	sports	5
2019-11-18	joy	67.77
2019-11-18	pride	5.25
2019-11-18	anger	6.12
2019-11-18	sad	36.86
2019-11-18	disgust	4.62
2019-11-18	love	38.62
2019-11-18	fear	3.18
2019-11-19	socio-political content	1108.2317
2019-11-19	COVID19 content	381.8385
2019-11-19	Negative Valence	989.7361
2019-11-19	Aggression	460.9147
2019-11-19	Target other countries	608.95
2019-11-19	Target religious sect	632.433
2019-11-19	Target sexual orientation	232.9913
2019-11-19	Disease dehumanization	902.5457
2019-11-19	sports	4
2019-11-19	joy	70.82
2019-11-19	pride	7.68
2019-11-19	anger	10.36
2019-11-19	sad	27.99
2019-11-19	disgust	2.25
2019-11-19	love	38.16
2019-11-19	fear	3.06
2019-11-20	socio-political content	1212.4602
2019-11-20	COVID19 content	384.0646
2019-11-20	Negative Valence	1048.0034
2019-11-20	Aggression	514.7702
2019-11-20	Target other countries	616.57
2019-11-20	Target religious sect	626.7629
2019-11-20	Target sexual orientation	257.1895
2019-11-20	Disease dehumanization	956.4014
2019-11-20	sports	4
2019-11-20	joy	84.93
2019-11-20	pride	4.56
2019-11-20	anger	6.12
2019-11-20	sad	35.47
2019-11-20	disgust	3.75
2019-11-20	love	45.21
2019-11-20	fear	3.81
2019-11-21	socio-political content	1185.449
2019-11-21	COVID19 content	393.279
2019-11-21	Negative Valence	1073.6066
2019-11-21	Aggression	541.7857
2019-11-21	Target other countries	643.96
2019-11-21	Target religious sect	622.7892
2019-11-21	Target sexual orientation	270.4286
2019-11-21	Disease dehumanization	954.4288
2019-11-21	sports	5
2019-11-21	joy	77.04
2019-11-21	pride	7.56
2019-11-21	anger	7.98
2019-11-21	sad	50.24
2019-11-21	disgust	2.43
2019-11-21	love	42.3
2019-11-21	fear	2.31
2019-11-22	socio-political content	1074.7904
2019-11-22	COVID19 content	364.2875
2019-11-22	Negative Valence	999.7792
2019-11-22	Aggression	460.1364
2019-11-22	Target other countries	552.95
2019-11-22	Target religious sect	538.6602
2019-11-22	Target sexual orientation	217.5495
2019-11-22	Disease dehumanization	826.8334
2019-11-22	sports	6
2019-11-22	joy	91.4
2019-11-22	pride	7.5
2019-11-22	anger	8.04
2019-11-22	sad	29.76
2019-11-22	disgust	0.75
2019-11-22	love	36.65
2019-11-22	fear	1
2019-11-23	socio-political content	985.4526
2019-11-23	COVID19 content	311.909
2019-11-23	Negative Valence	934.2904
2019-11-23	Aggression	454.7129
2019-11-23	Target other countries	540.84
2019-11-23	Target religious sect	543.7578
2019-11-23	Target sexual orientation	194.9662
2019-11-23	Disease dehumanization	768.7692
2019-11-23	sports	13
2019-11-23	joy	63.03
2019-11-23	pride	4.62
2019-11-23	anger	13.44
2019-11-23	sad	37.17
2019-11-23	disgust	0
2019-11-23	love	53.3
2019-11-23	fear	3.48
2019-11-24	socio-political content	1094.3186
2019-11-24	COVID19 content	370.6321
2019-11-24	Negative Valence	1012.2206
2019-11-24	Aggression	471.4229
2019-11-24	Target other countries	585.11
2019-11-24	Target religious sect	601.8207
2019-11-24	Target sexual orientation	237.1679
2019-11-24	Disease dehumanization	839.4387
2019-11-24	sports	9
2019-11-24	joy	67.69
2019-11-24	pride	7.56
2019-11-24	anger	4.8
2019-11-24	sad	58.01
2019-11-24	disgust	1.5
2019-11-24	love	52.95
2019-11-24	fear	0
2019-11-25	socio-political content	1189.7009
2019-11-25	COVID19 content	409.7283
2019-11-25	Negative Valence	1125.2003
2019-11-25	Aggression	536.6677
2019-11-25	Target other countries	642.2
2019-11-25	Target religious sect	656.5037
2019-11-25	Target sexual orientation	255.8092
2019-11-25	Disease dehumanization	980.91
2019-11-25	sports	7
2019-11-25	joy	75.26
2019-11-25	pride	3.81
2019-11-25	anger	4.92
2019-11-25	sad	30.44
2019-11-25	disgust	3.12
2019-11-25	love	41.05
2019-11-25	fear	2.25
2019-11-26	socio-political content	1369.5299
2019-11-26	COVID19 content	431.0994
2019-11-26	Negative Valence	1195.7187
2019-11-26	Aggression	615.4352
2019-11-26	Target other countries	744.33
2019-11-26	Target religious sect	764.9391
2019-11-26	Target sexual orientation	290.8655
2019-11-26	Disease dehumanization	1121.3393
2019-11-26	sports	10
2019-11-26	joy	90.73
2019-11-26	pride	9.75
2019-11-26	anger	6.11
2019-11-26	sad	49.21
2019-11-26	disgust	0
2019-11-26	love	63.24
2019-11-26	fear	1.5
2019-11-27	socio-political content	1128.4029
2019-11-27	COVID19 content	381.1161
2019-11-27	Negative Valence	1031.3861
2019-11-27	Aggression	516.2284
2019-11-27	Target other countries	597.56
2019-11-27	Target religious sect	625.3399
2019-11-27	Target sexual orientation	232.7521
2019-11-27	Disease dehumanization	909.0911
2019-11-27	sports	5
2019-11-27	joy	77.52
2019-11-27	pride	6.87
2019-11-27	anger	7.29
2019-11-27	sad	45.37
2019-11-27	disgust	0
2019-11-27	love	52.75
2019-11-27	fear	1.62
2019-11-28	socio-political content	1128.825
2019-11-28	COVID19 content	392.6055
2019-11-28	Negative Valence	1032.3434
2019-11-28	Aggression	538.4933
2019-11-28	Target other countries	618.77
2019-11-28	Target religious sect	653.4264
2019-11-28	Target sexual orientation	238.2248
2019-11-28	Disease dehumanization	940.1254
2019-11-28	sports	6
2019-11-28	joy	80.08
2019-11-28	pride	9.87
2019-11-28	anger	6.06
2019-11-28	sad	46.32
2019-11-28	disgust	3.3
2019-11-28	love	50.6
2019-11-28	fear	3
2019-11-29	socio-political content	1135.6022
2019-11-29	COVID19 content	379.1172
2019-11-29	Negative Valence	1059.4765
2019-11-29	Aggression	534.4545
2019-11-29	Target other countries	595.9
2019-11-29	Target religious sect	643.8612
2019-11-29	Target sexual orientation	247.9528
2019-11-29	Disease dehumanization	934.7032
2019-11-29	sports	12
2019-11-29	joy	67.95
2019-11-29	pride	2.25
2019-11-29	anger	6.54
2019-11-29	sad	42.04
2019-11-29	disgust	0.75
2019-11-29	love	53.34
2019-11-29	fear	3.99
2019-11-30	socio-political content	1064.6421
2019-11-30	COVID19 content	364.7949
2019-11-30	Negative Valence	996.1745
2019-11-30	Aggression	476.1846
2019-11-30	Target other countries	582.32
2019-11-30	Target religious sect	614.9072
2019-11-30	Target sexual orientation	234.3242
2019-11-30	Disease dehumanization	829.5877
2019-11-30	sports	25
2019-11-30	joy	79.41
2019-11-30	pride	12.3
2019-11-30	anger	6.87
2019-11-30	sad	31.83
2019-11-30	disgust	1.5
2019-11-30	love	53.54
2019-11-30	fear	6.12
2019-12-01	socio-political content	1916.74
2019-12-01	COVID19 content	600.9349
2019-12-01	Negative Valence	1594.9892
2019-12-01	Aggression	816.8212
2019-12-01	Target other countries	1019.18
2019-12-01	Target religious sect	1001.5629
2019-12-01	Target sexual orientation	438.3096
2019-12-01	Disease dehumanization	1454.3558
2019-12-01	sports	7
2019-12-01	joy	113.06
2019-12-01	pride	7.25
2019-12-01	anger	17.16
2019-12-01	sad	94.49
2019-12-01	disgust	2.25
2019-12-01	love	75.63
2019-12-01	fear	1.5
2019-12-02	socio-political content	2412.4141
2019-12-02	COVID19 content	724.3146
2019-12-02	Negative Valence	2092.0825
2019-12-02	Aggression	1055.7703
2019-12-02	Target other countries	1303.94
2019-12-02	Target religious sect	1283.4071
2019-12-02	Target sexual orientation	562.742
2019-12-02	Disease dehumanization	1969.2321
2019-12-02	sports	4
2019-12-02	joy	154.35
2019-12-02	pride	8.56
2019-12-02	anger	15.42
2019-12-02	sad	103.15
2019-12-02	disgust	3.87
2019-12-02	love	83.78
2019-12-02	fear	4.5
2019-12-03	socio-political content	2079.0968
2019-12-03	COVID19 content	736.5648
2019-12-03	Negative Valence	1950.7265
2019-12-03	Aggression	907.9431
2019-12-03	Target other countries	1161.13
2019-12-03	Target religious sect	1168.2965
2019-12-03	Target sexual orientation	485.9816
2019-12-03	Disease dehumanization	1661.6379
2019-12-03	sports	7
2019-12-03	joy	105.66
2019-12-03	pride	8.25
2019-12-03	anger	9.18
2019-12-03	sad	83.46
2019-12-03	disgust	9.81
2019-12-03	love	67.43
2019-12-03	fear	2.31
2019-12-04	socio-political content	2097.6715
2019-12-04	COVID19 content	678.8186
2019-12-04	Negative Valence	1915.5901
2019-12-04	Aggression	882.7077
2019-12-04	Target other countries	1061.84
2019-12-04	Target religious sect	1104.182
2019-12-04	Target sexual orientation	441.2169
2019-12-04	Disease dehumanization	1667.9126
2019-12-04	sports	7
2019-12-04	joy	115.73
2019-12-04	pride	11.25
2019-12-04	anger	13.09
2019-12-04	sad	54.67
2019-12-04	disgust	3.81
2019-12-04	love	91
2019-12-04	fear	5.31
2019-12-05	socio-political content	2006.0802
2019-12-05	COVID19 content	663.3156
2019-12-05	Negative Valence	1842.688
2019-12-05	Aggression	962.8942
2019-12-05	Target other countries	1128.81
2019-12-05	Target religious sect	1110.8514
2019-12-05	Target sexual orientation	458.8625
2019-12-05	Disease dehumanization	1633.1244
2019-12-05	sports	7
2019-12-05	joy	131.51
2019-12-05	pride	12.12
2019-12-05	anger	6.06
2019-12-05	sad	76.16
2019-12-05	disgust	2.31
2019-12-05	love	71.95
2019-12-05	fear	1.75
2019-12-06	socio-political content	2207.8107
2019-12-06	COVID19 content	693.3265
2019-12-06	Negative Valence	1990.9846
2019-12-06	Aggression	972.0035
2019-12-06	Target other countries	1157.25
2019-12-06	Target religious sect	1193.3938
2019-12-06	Target sexual orientation	494.9939
2019-12-06	Disease dehumanization	1771.1604
2019-12-06	sports	10
2019-12-06	joy	192.05
2019-12-06	pride	15.06
2019-12-06	anger	20.02
2019-12-06	sad	103.75
2019-12-06	disgust	7.5
2019-12-06	love	61.83
2019-12-06	fear	12.35
2019-12-07	socio-political content	1903.5372
2019-12-07	COVID19 content	568.4665
2019-12-07	Negative Valence	1770.6382
2019-12-07	Aggression	817.8328
2019-12-07	Target other countries	987.49
2019-12-07	Target religious sect	1020.214
2019-12-07	Target sexual orientation	392.2647
2019-12-07	Disease dehumanization	1422.7903
2019-12-07	sports	24
2019-12-07	joy	108.18
2019-12-07	pride	9
2019-12-07	anger	9.78
2019-12-07	sad	97.3
2019-12-07	disgust	6.87
2019-12-07	love	73.51
2019-12-07	fear	0.75
2019-12-08	socio-political content	2042.8737
2019-12-08	COVID19 content	642.8489
2019-12-08	Negative Valence	1824.4227
2019-12-08	Aggression	937.3147
2019-12-08	Target other countries	1058.47
2019-12-08	Target religious sect	1067.8832
2019-12-08	Target sexual orientation	420.5331
2019-12-08	Disease dehumanization	1546.6122
2019-12-08	sports	19
2019-12-08	joy	112.9
2019-12-08	pride	6
2019-12-08	anger	9.99
2019-12-08	sad	103.22
2019-12-08	disgust	1.5
2019-12-08	love	74.99
2019-12-08	fear	2.49
2019-12-09	socio-political content	2397.2165
2019-12-09	COVID19 content	756.5363
2019-12-09	Negative Valence	2142.8137
2019-12-09	Aggression	1098.1693
2019-12-09	Target other countries	1246.4
2019-12-09	Target religious sect	1225.7403
2019-12-09	Target sexual orientation	524.8342
2019-12-09	Disease dehumanization	1897.6473
2019-12-09	sports	6
2019-12-09	joy	161.97
2019-12-09	pride	9.75
2019-12-09	anger	9.6
2019-12-09	sad	102.49
2019-12-09	disgust	0.81
2019-12-09	love	92.83
2019-12-09	fear	4.92
2019-12-10	socio-political content	2269.9838
2019-12-10	COVID19 content	719.485
2019-12-10	Negative Valence	2002.3402
2019-12-10	Aggression	1026.3038
2019-12-10	Target other countries	1211.65
2019-12-10	Target religious sect	1164.0923
2019-12-10	Target sexual orientation	465.6887
2019-12-10	Disease dehumanization	1716.6188
2019-12-10	sports	7
2019-12-10	joy	141.68
2019-12-10	pride	13.62
2019-12-10	anger	6.36
2019-12-10	sad	114.26
2019-12-10	disgust	2.25
2019-12-10	love	83.11
2019-12-10	fear	6.24
2019-12-11	socio-political content	1962.0745
2019-12-11	COVID19 content	629.4888
2019-12-11	Negative Valence	1778.1373
2019-12-11	Aggression	859.082
2019-12-11	Target other countries	1076.45
2019-12-11	Target religious sect	1048.1716
2019-12-11	Target sexual orientation	422.3063
2019-12-11	Disease dehumanization	1495.4778
2019-12-11	sports	6
2019-12-11	joy	124.47
2019-12-11	pride	9.36
2019-12-11	anger	8.67
2019-12-11	sad	91.66
2019-12-11	disgust	0
2019-12-11	love	104.54
2019-12-11	fear	6.75
2019-12-12	socio-political content	1989.981
2019-12-12	COVID19 content	664.713
2019-12-12	Negative Valence	1775.744
2019-12-12	Aggression	888.9069
2019-12-12	Target other countries	1159.66
2019-12-12	Target religious sect	1016.3673
2019-12-12	Target sexual orientation	413.7885
2019-12-12	Disease dehumanization	1566.2657
2019-12-12	sports	2
2019-12-12	joy	103.85
2019-12-12	pride	5.25
2019-12-12	anger	10.59
2019-12-12	sad	56.29
2019-12-12	disgust	1.74
2019-12-12	love	80.79
2019-12-12	fear	3.75
2019-12-13	socio-political content	1935.2963
2019-12-13	COVID19 content	636.7788
2019-12-13	Negative Valence	1769.2959
2019-12-13	Aggression	850.9967
2019-12-13	Target other countries	1083.34
2019-12-13	Target religious sect	975.6911
2019-12-13	Target sexual orientation	436.2626
2019-12-13	Disease dehumanization	1565.9573
2019-12-13	sports	7
2019-12-13	joy	145.08
2019-12-13	pride	6.3
2019-12-13	anger	20.52
2019-12-13	sad	55.25
2019-12-13	disgust	2.25
2019-12-13	love	84.64
2019-12-13	fear	6.48
2019-12-14	socio-political content	2001.629
2019-12-14	COVID19 content	628.4832
2019-12-14	Negative Valence	1816.1944
2019-12-14	Aggression	907.5276
2019-12-14	Target other countries	1114.01
2019-12-14	Target religious sect	965.2803
2019-12-14	Target sexual orientation	403.7159
2019-12-14	Disease dehumanization	1509.8361
2019-12-14	sports	7
2019-12-14	joy	128.19
2019-12-14	pride	10.62
2019-12-14	anger	13.41
2019-12-14	sad	114.01
2019-12-14	disgust	0
2019-12-14	love	79.94
2019-12-14	fear	10.74
2019-12-15	socio-political content	1751.0262
2019-12-15	COVID19 content	543.4828
2019-12-15	Negative Valence	1600.2251
2019-12-15	Aggression	776.055
2019-12-15	Target other countries	922.35
2019-12-15	Target religious sect	874.1894
2019-12-15	Target sexual orientation	385.7958
2019-12-15	Disease dehumanization	1379.0851
2019-12-15	sports	25
2019-12-15	joy	145.38
2019-12-15	pride	6
2019-12-15	anger	13.41
2019-12-15	sad	55.6
2019-12-15	disgust	2.5
2019-12-15	love	99.37
2019-12-15	fear	1.62
2019-12-16	socio-political content	2085.877
2019-12-16	COVID19 content	651.7973
2019-12-16	Negative Valence	1818.1617
2019-12-16	Aggression	926.0414
2019-12-16	Target other countries	1097.78
2019-12-16	Target religious sect	1056.9937
2019-12-16	Target sexual orientation	392.684
2019-12-16	Disease dehumanization	1557.5508
2019-12-16	sports	4
2019-12-16	joy	137.82
2019-12-16	pride	7.56
2019-12-16	anger	10.86
2019-12-16	sad	75.05
2019-12-16	disgust	3.75
2019-12-16	love	68.24
2019-12-16	fear	3.36
2019-12-17	socio-political content	2023.0641
2019-12-17	COVID19 content	651.0177
2019-12-17	Negative Valence	1894.4893
2019-12-17	Aggression	822.3302
2019-12-17	Target other countries	1071.31
2019-12-17	Target religious sect	979.1554
2019-12-17	Target sexual orientation	390.3621
2019-12-17	Disease dehumanization	1556.3101
2019-12-17	sports	9
2019-12-17	joy	99.06
2019-12-17	pride	8.25
2019-12-17	anger	10.25
2019-12-17	sad	69.86
2019-12-17	disgust	4.5
2019-12-17	love	99.82
2019-12-17	fear	6.06
2019-12-18	socio-political content	2116.2831
2019-12-18	COVID19 content	685.7896
2019-12-18	Negative Valence	1883.7715
2019-12-18	Aggression	996.5674
2019-12-18	Target other countries	1103.07
2019-12-18	Target religious sect	1153.4216
2019-12-18	Target sexual orientation	440.7403
2019-12-18	Disease dehumanization	1606.1304
2019-12-18	sports	12
2019-12-18	joy	120.73
2019-12-18	pride	12.99
2019-12-18	anger	13.97
2019-12-18	sad	65.86
2019-12-18	disgust	7.5
2019-12-18	love	73.08
2019-12-18	fear	4.62
2019-12-19	socio-political content	1970.6666
2019-12-19	COVID19 content	639.686
2019-12-19	Negative Valence	1802.6775
2019-12-19	Aggression	896.6226
2019-12-19	Target other countries	1081.46
2019-12-19	Target religious sect	1030.1396
2019-12-19	Target sexual orientation	435.4534
2019-12-19	Disease dehumanization	1592.3997
2019-12-19	sports	3
2019-12-19	joy	117.46
2019-12-19	pride	11.75
2019-12-19	anger	11.58
2019-12-19	sad	66.53
2019-12-19	disgust	8.24
2019-12-19	love	62.2
2019-12-19	fear	0.75
2019-12-20	socio-political content	1949.1643
2019-12-20	COVID19 content	585.8796
2019-12-20	Negative Valence	1704.5201
2019-12-20	Aggression	852.0077
2019-12-20	Target other countries	1006.56
2019-12-20	Target religious sect	1009.32
2019-12-20	Target sexual orientation	413.6818
2019-12-20	Disease dehumanization	1470.2923
2019-12-20	sports	2
2019-12-20	joy	134.89
2019-12-20	pride	5.25
2019-12-20	anger	12.03
2019-12-20	sad	51.37
2019-12-20	disgust	1.62
2019-12-20	love	93.2
2019-12-20	fear	5.73
