day	macro	dimension	value
2019-05-16	users	kurdish_users	129
2019-05-16	users	kurdish_male_users	52
2019-05-16	users	kurdish_female_users	13
2019-05-16	users	arab_users	6860
2019-05-16	users	arab_male_users	2844
2019-05-16	users	arab_female_users	706
2019-05-17	tweets	male_tweets	17699
2019-05-17	tweets	female_tweets	6243
2019-05-17	tweets	kurdish_tweets	545
2019-05-17	tweets	kurdish_male_tweets	161
2019-05-17	tweets	kurdish_female_tweets	76
2019-05-17	tweets	youth_focused_tweets	82
2019-05-17	users	male_users	3695
2019-05-17	users	female_users	956
2019-05-17	users	influencers_7k_20k	181
2019-05-17	users	influencers_20k_35k	36
2019-05-17	users	influencers_35k_and_above	81
2019-05-17	users	kurdish_users	135
2019-05-17	users	kurdish_male_users	60
2019-05-17	users	kurdish_female_users	12
2019-05-17	users	arab_users	6821
2019-05-17	users	arab_male_users	2895
2019-05-17	users	arab_female_users	706
2019-05-18	tweets	male_tweets	17237
2019-05-18	tweets	female_tweets	5946
2019-05-18	tweets	kurdish_tweets	725
2019-05-18	tweets	kurdish_male_tweets	211
2019-05-18	tweets	kurdish_female_tweets	116
2019-05-18	tweets	youth_focused_tweets	78
2019-05-18	users	male_users	3603
2019-05-18	users	female_users	932
2019-05-18	users	influencers_7k_20k	162
2019-05-18	users	influencers_20k_35k	31
2019-05-18	users	influencers_35k_and_above	83
2019-05-18	users	kurdish_users	139
2019-05-18	users	kurdish_male_users	64
2019-05-18	users	kurdish_female_users	10
2019-05-18	users	arab_users	6682
2019-05-18	users	arab_male_users	2786
2019-05-18	users	arab_female_users	696
2019-05-19	tweets	male_tweets	17323
2019-05-19	tweets	female_tweets	5644
2019-05-19	tweets	kurdish_tweets	775
2019-05-19	tweets	kurdish_male_tweets	207
2019-05-19	tweets	kurdish_female_tweets	125
2019-05-19	tweets	youth_focused_tweets	109
2019-05-19	users	male_users	3710
2019-05-19	users	female_users	909
2019-05-19	users	influencers_7k_20k	175
2019-05-19	users	influencers_20k_35k	39
2019-05-19	users	influencers_35k_and_above	79
2019-05-19	users	kurdish_users	147
2019-05-19	users	kurdish_male_users	59
2019-05-19	users	kurdish_female_users	15
2019-05-19	users	arab_users	6804
2019-05-19	users	arab_male_users	2869
2019-05-19	users	arab_female_users	688
2019-05-20	tweets	male_tweets	17644
2019-05-20	tweets	female_tweets	6200
2019-05-20	tweets	kurdish_tweets	650
2019-05-20	tweets	kurdish_male_tweets	193
2019-05-20	tweets	kurdish_female_tweets	129
2019-05-20	tweets	youth_focused_tweets	105
2019-05-20	users	male_users	3759
2019-05-20	users	female_users	968
2019-05-20	users	influencers_7k_20k	181
2019-05-20	users	influencers_20k_35k	42
2019-05-20	users	influencers_35k_and_above	82
2019-05-20	users	kurdish_users	155
2019-05-20	users	kurdish_male_users	65
2019-05-20	users	kurdish_female_users	21
2019-05-20	users	arab_users	6843
2019-05-20	users	arab_male_users	2902
2019-05-20	users	arab_female_users	720
2019-05-21	tweets	male_tweets	17414
2019-05-21	tweets	female_tweets	5791
2019-05-21	tweets	kurdish_tweets	737
2019-05-21	tweets	kurdish_male_tweets	195
2019-05-21	tweets	kurdish_female_tweets	145
2019-05-21	tweets	youth_focused_tweets	141
2019-05-21	users	male_users	3646
2019-05-21	users	female_users	893
2019-05-21	users	influencers_7k_20k	179
2019-05-21	users	influencers_20k_35k	39
2019-05-21	users	influencers_35k_and_above	86
2019-05-21	users	kurdish_users	149
2019-05-21	users	kurdish_male_users	64
2019-05-21	users	kurdish_female_users	15
2019-05-21	users	arab_users	6737
2019-05-21	users	arab_male_users	2797
2019-05-21	users	arab_female_users	681
2019-05-22	tweets	male_tweets	16607
2019-05-22	tweets	female_tweets	6230
2019-05-22	tweets	kurdish_tweets	559
2019-05-22	tweets	kurdish_male_tweets	138
2019-05-22	tweets	kurdish_female_tweets	113
2019-05-22	tweets	youth_focused_tweets	102
2019-05-22	users	male_users	3595
2019-05-22	users	female_users	954
2019-05-22	users	influencers_7k_20k	173
2019-05-22	users	influencers_20k_35k	38
2019-05-22	users	influencers_35k_and_above	82
2019-05-22	users	kurdish_users	150
2019-05-22	users	kurdish_male_users	64
2019-05-22	users	kurdish_female_users	18
2019-05-22	users	arab_users	6722
2019-05-22	users	arab_male_users	2795
2019-05-22	users	arab_female_users	716
2019-05-23	tweets	male_tweets	15752
2019-05-23	tweets	female_tweets	5188
2019-05-23	tweets	kurdish_tweets	667
2019-05-23	tweets	kurdish_male_tweets	178
2019-05-23	tweets	kurdish_female_tweets	125
2019-05-23	tweets	youth_focused_tweets	84
2019-05-23	users	male_users	3516
2019-05-23	users	female_users	907
2019-05-23	users	influencers_7k_20k	172
2019-05-23	users	influencers_20k_35k	37
2019-05-23	users	influencers_35k_and_above	96
2019-05-23	users	kurdish_users	165
2019-05-23	users	kurdish_male_users	70
2019-05-23	users	kurdish_female_users	17
2019-05-23	users	arab_users	6564
2019-05-23	users	arab_male_users	2718
2019-05-23	users	arab_female_users	692
2019-05-24	tweets	male_tweets	16858
2019-05-24	tweets	female_tweets	5391
2019-05-24	tweets	kurdish_tweets	629
2019-05-24	tweets	kurdish_male_tweets	181
2019-05-24	tweets	kurdish_female_tweets	87
2019-05-24	tweets	youth_focused_tweets	78
2019-05-24	users	male_users	3730
2019-05-24	users	female_users	914
2019-05-24	users	influencers_7k_20k	169
2019-05-24	users	influencers_20k_35k	42
2019-05-24	users	influencers_35k_and_above	86
2019-05-24	users	kurdish_users	166
2019-05-24	users	kurdish_male_users	72
2019-05-24	users	kurdish_female_users	18
2019-05-24	users	arab_users	6916
2019-05-24	users	arab_male_users	2897
2019-05-24	users	arab_female_users	688
2019-05-25	tweets	male_tweets	17771
2019-05-25	tweets	female_tweets	5518
2019-05-25	tweets	kurdish_tweets	685
2019-05-25	tweets	kurdish_male_tweets	148
2019-05-25	tweets	kurdish_female_tweets	118
2019-05-25	tweets	youth_focused_tweets	90
2019-05-25	users	male_users	4031
2019-05-25	users	female_users	978
2019-05-25	users	influencers_7k_20k	185
2019-05-25	users	influencers_20k_35k	42
2019-05-25	users	influencers_35k_and_above	90
2019-05-25	users	kurdish_users	151
2019-05-25	users	kurdish_male_users	61
2019-05-25	users	kurdish_female_users	19
2019-05-25	users	arab_users	7424
2019-05-25	users	arab_male_users	3101
2019-05-25	users	arab_female_users	776
2019-05-26	tweets	male_tweets	16248
2019-05-26	tweets	female_tweets	5374
2019-05-26	tweets	kurdish_tweets	691
2019-05-26	tweets	kurdish_male_tweets	158
2019-05-26	tweets	kurdish_female_tweets	114
2019-05-26	tweets	youth_focused_tweets	83
2019-05-26	users	male_users	3670
2019-05-26	users	female_users	975
2019-05-26	users	influencers_7k_20k	170
2019-05-26	users	influencers_20k_35k	39
2019-05-26	users	influencers_35k_and_above	87
2019-05-26	users	kurdish_users	154
2019-05-26	users	kurdish_male_users	58
2019-05-26	users	kurdish_female_users	20
2019-05-26	users	arab_users	6800
2019-05-26	users	arab_male_users	2856
2019-05-26	users	arab_female_users	727
2019-05-27	tweets	male_tweets	17126
2019-05-27	tweets	female_tweets	5561
2019-05-27	tweets	kurdish_tweets	779
2019-05-27	tweets	kurdish_male_tweets	186
2019-05-27	tweets	kurdish_female_tweets	105
2019-05-27	tweets	youth_focused_tweets	99
2019-05-27	users	male_users	3716
2019-05-27	users	female_users	971
2019-05-27	users	influencers_7k_20k	172
2019-05-27	users	influencers_20k_35k	40
2019-05-27	users	influencers_35k_and_above	83
2019-05-27	users	kurdish_users	156
2019-05-27	users	kurdish_male_users	70
2019-05-27	users	kurdish_female_users	14
2019-05-27	users	arab_users	6980
2019-05-27	users	arab_male_users	2941
2019-05-27	users	arab_female_users	745
2019-05-28	tweets	male_tweets	16893
2019-05-28	tweets	female_tweets	5200
2019-05-28	tweets	kurdish_tweets	761
2019-05-28	tweets	kurdish_male_tweets	232
2019-05-28	tweets	kurdish_female_tweets	101
2019-05-28	tweets	youth_focused_tweets	86
2019-05-28	users	male_users	3670
2019-05-28	users	female_users	909
2019-05-28	users	influencers_7k_20k	174
2019-05-28	users	influencers_20k_35k	41
2019-05-28	users	influencers_35k_and_above	87
2019-05-28	users	kurdish_users	211
2019-05-28	users	kurdish_male_users	101
2019-05-28	users	kurdish_female_users	22
2019-05-28	users	arab_users	6720
2019-05-28	users	arab_male_users	2862
2019-05-28	users	arab_female_users	687
2019-05-29	tweets	male_tweets	16994
2019-05-29	tweets	female_tweets	5244
2019-05-29	tweets	kurdish_tweets	669
2019-05-29	tweets	kurdish_male_tweets	159
2019-05-29	tweets	kurdish_female_tweets	109
2019-05-29	tweets	youth_focused_tweets	103
2019-05-29	users	male_users	3547
2019-05-29	users	female_users	915
2019-05-29	users	influencers_7k_20k	164
2019-05-29	users	influencers_20k_35k	37
2019-05-29	users	influencers_35k_and_above	88
2019-05-29	users	kurdish_users	158
2019-05-29	users	kurdish_male_users	70
2019-05-29	users	kurdish_female_users	15
2019-05-29	users	arab_users	6598
2019-05-29	users	arab_male_users	2748
2019-05-29	users	arab_female_users	700
2019-05-30	tweets	male_tweets	17320
2019-05-30	tweets	female_tweets	6046
2019-05-30	tweets	kurdish_tweets	626
2019-05-30	tweets	kurdish_male_tweets	198
2019-05-30	tweets	kurdish_female_tweets	117
2019-05-30	tweets	youth_focused_tweets	76
2019-05-30	users	male_users	3611
2019-05-30	users	female_users	943
2019-05-30	users	influencers_7k_20k	171
2019-05-30	users	influencers_20k_35k	30
2019-05-30	users	influencers_35k_and_above	83
2019-05-30	users	kurdish_users	152
2019-05-30	users	kurdish_male_users	69
2019-05-30	users	kurdish_female_users	17
2019-05-30	users	arab_users	6682
2019-05-30	users	arab_male_users	2862
2019-05-30	users	arab_female_users	687
2019-05-31	tweets	male_tweets	19539
2019-05-31	tweets	female_tweets	5947
2019-05-31	tweets	kurdish_tweets	523
2019-05-31	tweets	kurdish_male_tweets	202
2019-05-31	tweets	kurdish_female_tweets	100
2019-05-31	tweets	youth_focused_tweets	104
2019-05-31	users	male_users	3977
2019-05-31	users	female_users	998
2019-05-31	users	influencers_7k_20k	186
2019-05-31	users	influencers_20k_35k	43
2019-05-31	users	influencers_35k_and_above	85
2019-05-31	users	kurdish_users	157
2019-05-31	users	kurdish_male_users	78
2019-05-31	users	kurdish_female_users	19
2019-05-31	users	arab_users	7282
2019-05-31	users	arab_male_users	3101
2019-05-31	users	arab_female_users	739
2019-06-01	tweets	male_tweets	19078
2019-06-01	tweets	female_tweets	5705
2019-06-01	tweets	kurdish_tweets	590
2019-06-01	tweets	kurdish_male_tweets	159
2019-06-01	tweets	kurdish_female_tweets	98
2019-06-01	tweets	youth_focused_tweets	73
2019-06-01	users	male_users	3871
2019-06-01	users	female_users	908
2019-06-01	users	influencers_7k_20k	168
2019-06-01	users	influencers_20k_35k	38
2019-06-01	users	influencers_35k_and_above	86
2019-06-01	users	kurdish_users	169
2019-06-01	users	kurdish_male_users	73
2019-06-01	users	kurdish_female_users	15
2019-06-01	users	arab_users	7118
2019-06-01	users	arab_male_users	3066
2019-06-01	users	arab_female_users	698
2019-06-02	tweets	male_tweets	17980
2019-06-02	tweets	female_tweets	5718
2019-06-02	tweets	kurdish_tweets	649
2019-06-02	tweets	kurdish_male_tweets	196
2019-06-02	tweets	kurdish_female_tweets	114
2019-06-02	tweets	youth_focused_tweets	108
2019-06-02	users	male_users	3677
2019-06-02	users	female_users	915
2019-06-02	users	influencers_7k_20k	162
2019-06-02	users	influencers_20k_35k	36
2019-06-02	users	influencers_35k_and_above	82
2019-06-02	users	kurdish_users	153
2019-06-02	users	kurdish_male_users	68
2019-06-02	users	kurdish_female_users	15
2019-06-02	users	arab_users	6749
2019-06-02	users	arab_male_users	2889
2019-06-02	users	arab_female_users	677
2019-06-03	tweets	male_tweets	19729
2019-06-03	tweets	female_tweets	6338
2019-06-03	tweets	kurdish_tweets	954
2019-06-03	tweets	kurdish_male_tweets	286
2019-06-03	tweets	kurdish_female_tweets	96
2019-06-03	tweets	youth_focused_tweets	93
2019-06-03	users	male_users	3992
2019-06-03	users	female_users	1001
2019-06-03	users	influencers_7k_20k	185
2019-06-03	users	influencers_20k_35k	48
2019-06-03	users	influencers_35k_and_above	105
2019-06-03	users	kurdish_users	225
2019-06-03	users	kurdish_male_users	96
2019-06-03	users	kurdish_female_users	22
2019-06-03	users	arab_users	7334
2019-06-03	users	arab_male_users	3086
2019-06-03	users	arab_female_users	757
2019-06-04	tweets	male_tweets	20071
2019-06-04	tweets	female_tweets	6161
2019-06-04	tweets	kurdish_tweets	723
2019-06-04	tweets	kurdish_male_tweets	264
2019-06-04	tweets	kurdish_female_tweets	80
2019-06-04	tweets	youth_focused_tweets	85
2019-06-04	users	male_users	4493
2019-06-04	users	female_users	1050
2019-06-04	users	influencers_7k_20k	194
2019-06-04	users	influencers_20k_35k	50
2019-06-04	users	influencers_35k_and_above	96
2019-06-04	users	kurdish_users	227
2019-06-04	users	kurdish_male_users	122
2019-06-04	users	kurdish_female_users	27
2019-06-04	users	arab_users	7919
2019-06-04	users	arab_male_users	3394
2019-06-04	users	arab_female_users	781
2019-06-05	tweets	male_tweets	19520
2019-06-05	tweets	female_tweets	5601
2019-06-05	tweets	kurdish_tweets	515
2019-06-05	tweets	kurdish_male_tweets	186
2019-06-05	tweets	kurdish_female_tweets	51
2019-06-05	tweets	youth_focused_tweets	88
2019-06-05	users	male_users	4051
2019-06-05	users	female_users	971
2019-06-05	users	influencers_7k_20k	188
2019-06-05	users	influencers_20k_35k	46
2019-06-05	users	influencers_35k_and_above	91
2019-06-05	users	kurdish_users	159
2019-06-05	users	kurdish_male_users	67
2019-06-05	users	kurdish_female_users	15
2019-06-05	users	arab_users	7418
2019-06-05	users	arab_male_users	3159
2019-06-05	users	arab_female_users	741
2019-06-06	tweets	male_tweets	18213
2019-06-06	tweets	female_tweets	5751
2019-06-06	tweets	kurdish_tweets	499
2019-06-06	tweets	kurdish_male_tweets	183
2019-06-06	tweets	kurdish_female_tweets	43
2019-06-06	tweets	youth_focused_tweets	83
2019-06-06	users	male_users	3738
2019-06-06	users	female_users	873
2019-06-06	users	influencers_7k_20k	162
2019-06-06	users	influencers_20k_35k	41
2019-06-06	users	influencers_35k_and_above	79
2019-06-06	users	kurdish_users	152
2019-06-06	users	kurdish_male_users	71
2019-06-06	users	kurdish_female_users	20
2019-06-06	users	arab_users	6764
2019-06-06	users	arab_male_users	2909
2019-06-06	users	arab_female_users	678
2019-06-07	tweets	male_tweets	19482
2019-06-07	tweets	female_tweets	6120
2019-06-07	tweets	kurdish_tweets	557
2019-06-07	tweets	kurdish_male_tweets	187
2019-06-07	tweets	kurdish_female_tweets	47
2019-06-07	tweets	youth_focused_tweets	90
2019-06-07	users	male_users	3793
2019-06-07	users	female_users	911
2019-06-07	users	influencers_7k_20k	173
2019-06-07	users	influencers_20k_35k	44
2019-06-07	users	influencers_35k_and_above	73
2019-06-07	users	kurdish_users	149
2019-06-07	users	kurdish_male_users	74
2019-06-07	users	kurdish_female_users	16
2019-06-07	users	arab_users	6918
2019-06-07	users	arab_male_users	2979
2019-06-07	users	arab_female_users	693
2019-06-08	tweets	male_tweets	18564
2019-06-08	tweets	female_tweets	5332
2019-06-08	tweets	kurdish_tweets	644
2019-06-08	tweets	kurdish_male_tweets	166
2019-06-08	tweets	kurdish_female_tweets	96
2019-06-08	tweets	youth_focused_tweets	138
2019-06-08	users	male_users	3704
2019-06-08	users	female_users	925
2019-06-08	users	influencers_7k_20k	172
2019-06-08	users	influencers_20k_35k	38
2019-06-08	users	influencers_35k_and_above	77
2019-06-08	users	kurdish_users	159
2019-06-08	users	kurdish_male_users	67
2019-06-08	users	kurdish_female_users	12
2019-06-08	users	arab_users	6751
2019-06-08	users	arab_male_users	2878
2019-06-08	users	arab_female_users	693
2019-06-09	tweets	male_tweets	18895
2019-06-09	tweets	female_tweets	5871
2019-06-09	tweets	kurdish_tweets	742
2019-06-09	tweets	kurdish_male_tweets	167
2019-06-09	tweets	kurdish_female_tweets	116
2019-06-09	tweets	youth_focused_tweets	160
2019-06-09	users	male_users	3793
2019-06-09	users	female_users	957
2019-06-09	users	influencers_7k_20k	172
2019-06-09	users	influencers_20k_35k	44
2019-06-09	users	influencers_35k_and_above	77
2019-06-09	users	kurdish_users	183
2019-06-09	users	kurdish_male_users	68
2019-06-09	users	kurdish_female_users	11
2019-06-09	users	arab_users	6898
2019-06-09	users	arab_male_users	2937
2019-06-09	users	arab_female_users	717
2019-06-10	tweets	male_tweets	19203
2019-06-10	tweets	female_tweets	6296
2019-06-10	tweets	kurdish_tweets	860
2019-06-10	tweets	kurdish_male_tweets	247
2019-06-10	tweets	kurdish_female_tweets	132
2019-06-10	tweets	youth_focused_tweets	150
2019-06-10	users	male_users	3743
2019-06-10	users	female_users	965
2019-06-10	users	influencers_7k_20k	177
2019-06-10	users	influencers_20k_35k	51
2019-06-10	users	influencers_35k_and_above	90
2019-06-10	users	kurdish_users	212
2019-06-10	users	kurdish_male_users	92
2019-06-10	users	kurdish_female_users	24
2019-06-10	users	arab_users	6899
2019-06-10	users	arab_male_users	2882
2019-06-10	users	arab_female_users	710
2019-06-11	tweets	male_tweets	18966
2019-06-11	tweets	female_tweets	5892
2019-06-11	tweets	kurdish_tweets	784
2019-06-11	tweets	kurdish_male_tweets	209
2019-06-11	tweets	kurdish_female_tweets	114
2019-06-11	tweets	youth_focused_tweets	152
2019-06-11	users	male_users	3701
2019-06-11	users	female_users	923
2019-06-11	users	influencers_7k_20k	194
2019-06-11	users	influencers_20k_35k	47
2019-06-11	users	influencers_35k_and_above	83
2019-06-11	users	kurdish_users	194
2019-06-11	users	kurdish_male_users	80
2019-06-11	users	kurdish_female_users	26
2019-06-11	users	arab_users	6877
2019-06-11	users	arab_male_users	2897
2019-06-11	users	arab_female_users	688
2019-06-12	tweets	male_tweets	19299
2019-06-12	tweets	female_tweets	5943
2019-06-12	tweets	kurdish_tweets	813
2019-06-12	tweets	kurdish_male_tweets	217
2019-06-12	tweets	kurdish_female_tweets	121
2019-06-12	tweets	youth_focused_tweets	135
2019-06-12	users	male_users	3736
2019-06-12	users	female_users	975
2019-06-12	users	influencers_7k_20k	187
2019-06-12	users	influencers_20k_35k	47
2019-06-12	users	influencers_35k_and_above	84
2019-06-12	users	kurdish_users	204
2019-06-12	users	kurdish_male_users	82
2019-06-12	users	kurdish_female_users	20
2019-06-12	users	arab_users	6964
2019-06-12	users	arab_male_users	2869
2019-06-12	users	arab_female_users	724
2019-06-13	tweets	male_tweets	19842
2019-06-13	tweets	female_tweets	6011
2019-06-13	tweets	kurdish_tweets	709
2019-06-13	tweets	kurdish_male_tweets	182
2019-06-13	tweets	kurdish_female_tweets	124
2019-06-13	tweets	youth_focused_tweets	138
2019-06-13	users	male_users	3785
2019-06-13	users	female_users	974
2019-06-13	users	influencers_7k_20k	180
2019-06-13	users	influencers_20k_35k	39
2019-06-13	users	influencers_35k_and_above	88
2019-06-13	users	kurdish_users	183
2019-06-13	users	kurdish_male_users	73
2019-06-13	users	kurdish_female_users	20
2019-06-13	users	arab_users	7049
2019-06-13	users	arab_male_users	2938
2019-06-13	users	arab_female_users	739
2019-06-14	tweets	male_tweets	19313
2019-06-14	tweets	female_tweets	5883
2019-06-14	tweets	kurdish_tweets	586
2019-06-14	tweets	kurdish_male_tweets	209
2019-06-14	tweets	kurdish_female_tweets	63
2019-06-14	tweets	youth_focused_tweets	144
2019-06-14	users	male_users	3813
2019-06-14	users	female_users	958
2019-06-14	users	influencers_7k_20k	179
2019-06-14	users	influencers_20k_35k	44
2019-06-14	users	influencers_35k_and_above	85
2019-06-14	users	kurdish_users	163
2019-06-14	users	kurdish_male_users	66
2019-06-14	users	kurdish_female_users	16
2019-06-14	users	arab_users	6940
2019-06-14	users	arab_male_users	2913
2019-06-14	users	arab_female_users	731
2019-06-15	tweets	male_tweets	18033
2019-06-15	tweets	female_tweets	5981
2019-06-15	tweets	kurdish_tweets	559
2019-06-15	tweets	kurdish_male_tweets	198
2019-06-15	tweets	kurdish_female_tweets	102
2019-06-15	tweets	youth_focused_tweets	116
2019-06-15	users	male_users	3619
2019-06-15	users	female_users	892
2019-06-15	users	influencers_7k_20k	169
2019-06-15	users	influencers_20k_35k	39
2019-06-15	users	influencers_35k_and_above	81
2019-06-15	users	kurdish_users	146
2019-06-15	users	kurdish_male_users	66
2019-06-15	users	kurdish_female_users	10
2019-06-15	users	arab_users	6788
2019-06-15	users	arab_male_users	2876
2019-06-15	users	arab_female_users	684
2019-06-16	tweets	male_tweets	17808
2019-06-16	tweets	female_tweets	5518
2019-06-16	tweets	kurdish_tweets	516
2019-06-16	tweets	kurdish_male_tweets	132
2019-06-16	tweets	kurdish_female_tweets	36
2019-06-16	tweets	youth_focused_tweets	144
2019-06-16	users	male_users	3435
2019-06-16	users	female_users	829
2019-06-16	users	influencers_7k_20k	156
2019-06-16	users	influencers_20k_35k	34
2019-06-16	users	influencers_35k_and_above	74
2019-06-16	users	kurdish_users	146
2019-06-16	users	kurdish_male_users	68
2019-06-16	users	kurdish_female_users	12
2019-06-16	users	arab_users	6492
2019-06-16	users	arab_male_users	2757
2019-06-16	users	arab_female_users	630
2019-06-17	tweets	male_tweets	16303
2019-06-17	tweets	female_tweets	5723
2019-06-17	tweets	kurdish_tweets	445
2019-06-17	tweets	kurdish_male_tweets	131
2019-06-17	tweets	kurdish_female_tweets	35
2019-06-17	tweets	youth_focused_tweets	130
2019-06-17	users	male_users	3399
2019-06-17	users	female_users	851
2019-06-17	users	influencers_7k_20k	152
2019-06-17	users	influencers_20k_35k	38
2019-06-17	users	influencers_35k_and_above	71
2019-06-17	users	kurdish_users	149
2019-06-17	users	kurdish_male_users	66
2019-06-17	users	kurdish_female_users	12
2019-06-17	users	arab_users	6474
2019-06-17	users	arab_male_users	2694
2019-06-17	users	arab_female_users	673
2019-06-18	tweets	male_tweets	15859
2019-06-18	tweets	female_tweets	5477
2019-06-18	tweets	kurdish_tweets	463
2019-06-18	tweets	kurdish_male_tweets	112
2019-06-18	tweets	kurdish_female_tweets	40
2019-06-18	tweets	youth_focused_tweets	129
2019-06-18	users	male_users	3315
2019-06-18	users	female_users	845
2019-06-18	users	influencers_7k_20k	160
2019-06-18	users	influencers_20k_35k	36
2019-06-18	users	influencers_35k_and_above	76
2019-06-18	users	kurdish_users	122
2019-06-18	users	kurdish_male_users	57
2019-06-18	users	kurdish_female_users	8
2019-06-18	users	arab_users	6373
2019-06-18	users	arab_male_users	2647
2019-06-18	users	arab_female_users	652
2019-06-19	tweets	male_tweets	15451
2019-06-19	tweets	female_tweets	5086
2019-06-19	tweets	kurdish_tweets	520
2019-06-19	tweets	kurdish_male_tweets	144
2019-06-19	tweets	kurdish_female_tweets	45
2019-06-19	tweets	youth_focused_tweets	112
2019-06-19	users	male_users	3159
2019-06-19	users	female_users	825
2019-06-19	users	influencers_7k_20k	149
2019-06-19	users	influencers_20k_35k	39
2019-06-19	users	influencers_35k_and_above	77
2019-06-19	users	kurdish_users	136
2019-06-19	users	kurdish_male_users	58
2019-06-19	users	kurdish_female_users	9
2019-06-19	users	arab_users	5944
2019-06-19	users	arab_male_users	2456
2019-06-19	users	arab_female_users	651
2019-06-20	tweets	male_tweets	16503
2019-06-20	tweets	female_tweets	5171
2019-06-20	tweets	kurdish_tweets	575
2019-06-20	tweets	kurdish_male_tweets	162
2019-06-20	tweets	kurdish_female_tweets	55
2019-06-20	tweets	youth_focused_tweets	97
2019-06-20	users	male_users	3393
2019-06-20	users	female_users	863
2019-06-20	users	influencers_7k_20k	158
2019-06-20	users	influencers_20k_35k	35
2019-06-20	users	influencers_35k_and_above	71
2019-06-20	users	kurdish_users	133
2019-06-20	users	kurdish_male_users	55
2019-06-20	users	kurdish_female_users	12
2019-06-20	users	arab_users	6362
2019-06-20	users	arab_male_users	2638
2019-06-20	users	arab_female_users	666
2019-06-21	tweets	male_tweets	17887
2019-06-21	tweets	female_tweets	5971
2019-06-21	tweets	kurdish_tweets	419
2019-06-21	tweets	kurdish_male_tweets	167
2019-06-21	tweets	kurdish_female_tweets	31
2019-06-21	tweets	youth_focused_tweets	116
2019-06-21	users	male_users	3599
2019-06-21	users	female_users	890
2019-06-21	users	influencers_7k_20k	151
2019-06-21	users	influencers_20k_35k	33
2019-06-21	users	influencers_35k_and_above	67
2019-06-21	users	kurdish_users	99
2019-06-21	users	kurdish_male_users	46
2019-06-21	users	kurdish_female_users	8
2019-06-21	users	arab_users	6738
2019-06-21	users	arab_male_users	2842
2019-06-21	users	arab_female_users	696
2019-06-22	tweets	male_tweets	16453
2019-06-22	tweets	female_tweets	5995
2019-06-22	tweets	kurdish_tweets	468
2019-06-22	tweets	kurdish_male_tweets	125
2019-06-22	tweets	kurdish_female_tweets	32
2019-06-22	tweets	youth_focused_tweets	92
2019-06-22	users	male_users	3291
2019-06-22	users	female_users	849
2019-06-22	users	influencers_7k_20k	151
2019-06-22	users	influencers_20k_35k	34
2019-06-22	users	influencers_35k_and_above	68
2019-06-22	users	kurdish_users	141
2019-06-22	users	kurdish_male_users	59
2019-06-22	users	kurdish_female_users	14
2019-06-22	users	arab_users	6277
2019-06-22	users	arab_male_users	2606
2019-06-22	users	arab_female_users	657
2019-06-23	tweets	male_tweets	16934
2019-06-23	tweets	female_tweets	5685
2019-06-23	tweets	kurdish_tweets	440
2019-06-23	tweets	kurdish_male_tweets	132
2019-06-23	tweets	kurdish_female_tweets	45
2019-06-23	tweets	youth_focused_tweets	76
2019-06-23	users	male_users	3395
2019-06-23	users	female_users	868
2019-06-23	users	influencers_7k_20k	160
2019-06-23	users	influencers_20k_35k	36
2019-06-23	users	influencers_35k_and_above	73
2019-06-23	users	kurdish_users	125
2019-06-23	users	kurdish_male_users	47
2019-06-23	users	kurdish_female_users	15
2019-06-23	users	arab_users	6510
2019-06-23	users	arab_male_users	2708
2019-06-23	users	arab_female_users	658
2019-06-24	tweets	male_tweets	15948
2019-06-24	tweets	female_tweets	6610
2019-06-24	tweets	kurdish_tweets	559
2019-06-24	tweets	kurdish_male_tweets	180
2019-06-24	tweets	kurdish_female_tweets	41
2019-06-24	tweets	youth_focused_tweets	93
2019-06-24	users	male_users	3259
2019-06-24	users	female_users	851
2019-06-24	users	influencers_7k_20k	163
2019-06-24	users	influencers_20k_35k	39
2019-06-24	users	influencers_35k_and_above	71
2019-06-24	users	kurdish_users	146
2019-06-24	users	kurdish_male_users	64
2019-06-24	users	kurdish_female_users	13
2019-06-24	users	arab_users	6249
2019-06-24	users	arab_male_users	2582
2019-06-24	users	arab_female_users	654
2019-06-25	tweets	male_tweets	16225
2019-06-25	tweets	female_tweets	6022
2019-06-25	tweets	kurdish_tweets	611
2019-06-25	tweets	kurdish_male_tweets	210
2019-06-25	tweets	kurdish_female_tweets	47
2019-06-25	tweets	youth_focused_tweets	120
2019-06-25	users	male_users	3531
2019-06-25	users	female_users	912
2019-06-25	users	influencers_7k_20k	165
2019-06-25	users	influencers_20k_35k	42
2019-06-25	users	influencers_35k_and_above	77
2019-06-25	users	kurdish_users	142
2019-06-25	users	kurdish_male_users	56
2019-06-25	users	kurdish_female_users	13
2019-06-25	users	arab_users	6652
2019-06-25	users	arab_male_users	2776
2019-06-25	users	arab_female_users	672
2019-06-26	tweets	male_tweets	15804
2019-06-26	tweets	female_tweets	5881
2019-06-26	tweets	kurdish_tweets	562
2019-06-26	tweets	kurdish_male_tweets	173
2019-06-26	tweets	kurdish_female_tweets	40
2019-06-26	tweets	youth_focused_tweets	100
2019-06-26	users	male_users	3239
2019-06-26	users	female_users	804
2019-06-26	users	influencers_7k_20k	160
2019-06-26	users	influencers_20k_35k	39
2019-06-26	users	influencers_35k_and_above	75
2019-06-26	users	kurdish_users	138
2019-06-26	users	kurdish_male_users	52
